Date,Channel,Campaign,Impressions,Clicks,Spend,Conversions,Revenue
14/03/2023,Meta,Lead Gen,17760,420,358.01,13,643.53
14/03/2023,LinkedIn,Brand Awareness,4965,38,121.8,1,131.11
14/03/2023,LinkedIn,Lead Gen,5840,41,142.28,0,0
14/03/2023,LinkedIn,Event Promotion,4912,19,94.82,0,0
14/03/2023,TikTok,Top of Funnel,66714,692,382.9,9,425.74
14/03/2023,TikTok,Product Showcase,25968,209,152.42,2,107.72
14/03/2023,TikTok,Retargeting,29059,275,162.79,2,121.23
15/03/2023,Google Ads,Brand Search,19371,1125,1533.25,37,2176.01
15/03/2023,Google Ads,Competitor Keywords,9810,476,915.62,27,2025.81
15/03/2023,Google Ads,Retargeting,15544,834,1488.06,56,3262.53
15/03/2023,Meta,Awareness,23488,551,581.97,18,1265.39
15/03/2023,Meta,Retargeting,16062,193,184.45,4,243.25
15/03/2023,Meta,Lead Gen,29388,386,172.37,11,818.19
15/03/2023,LinkedIn,Brand Awareness,4774,30,172.64,1,149.04
15/03/2023,LinkedIn,Lead Gen,3106,25,100.97,0,0
15/03/2023,LinkedIn,Event Promotion,5153,35,177.76,1,114.48
15/03/2023,TikTok,Top of Funnel,35449,366,136.99,3,115.64
15/03/2023,TikTok,Product Showcase,52365,480,340.24,8,519.76
15/03/2023,TikTok,Retargeting,40707,467,319.25,4,216.87
16/03/2023,Google Ads,Brand Search,18040,1149,1520.37,57,3781.23
16/03/2023,Google Ads,Competitor Keywords,7161,358,527.44,18,1594.87
16/03/2023,Google Ads,Retargeting,9878,642,1520.18,31,2219.83
16/03/2023,Meta,Awareness,16871,290,261.51,10,611.09
16/03/2023,Meta,Retargeting,25687,570,651.07,9,545.69
16/03/2023,Meta,Lead Gen,35773,527,436.73,10,655.65
16/03/2023,LinkedIn,Brand Awareness,5932,47,153.45,1,138.85
16/03/2023,LinkedIn,Lead Gen,3880,27,171.98,1,107.27
16/03/2023,LinkedIn,Event Promotion,3926,31,131.23,1,129.69
16/03/2023,TikTok,Top of Funnel,36815,477,163.41,6,381.13
16/03/2023,TikTok,Product Showcase,34421,335,142.22,2,82.13
16/03/2023,TikTok,Retargeting,25628,211,103.31,2,81.41
17/03/2023,Google Ads,Brand Search,17031,948,2008.25,33,2821.93
17/03/2023,Google Ads,Competitor Keywords,17328,762,1548.21,36,2879.23
17/03/2023,Google Ads,Retargeting,14649,722,631.64,46,3933.72
17/03/2023,Meta,Awareness,25663,274,223.71,8,435
17/03/2023,Meta,Retargeting,36555,715,406.03,14,750.36
17/03/2023,Meta,Lead Gen,30680,509,251.51,9,478.88
17/03/2023,LinkedIn,Brand Awareness,2345,15,51.14,0,0
17/03/2023,LinkedIn,Lead Gen,2775,20,82.66,0,0
17/03/2023,LinkedIn,Event Promotion,5041,33,105.7,0,0
17/03/2023,TikTok,Top of Funnel,20550,175,79.78,1,52.88
17/03/2023,TikTok,Product Showcase,61131,910,425.43,11,494.67
17/03/2023,TikTok,Retargeting,35091,516,268.37,10,576.72
18/03/2023,Google Ads,Brand Search,15946,682,1475.85,39,2277.76
18/03/2023,Google Ads,Competitor Keywords,13809,846,1346.13,33,2073.48
18/03/2023,Google Ads,Retargeting,16792,854,949.39,56,3727.44
18/03/2023,Meta,Awareness,25281,264,205.99,6,353.02
18/03/2023,Meta,Retargeting,19250,293,251.9,8,457.36
18/03/2023,Meta,Lead Gen,41824,622,571.97,21,1280.63
18/03/2023,LinkedIn,Brand Awareness,3739,19,75.52,0,0
18/03/2023,LinkedIn,Lead Gen,2161,17,91.19,0,0
18/03/2023,LinkedIn,Event Promotion,4976,37,136.62,1,131.76
18/03/2023,TikTok,Top of Funnel,63452,580,323.43,6,227.58
18/03/2023,TikTok,Product Showcase,44399,779,188.33,7,415.95
18/03/2023,TikTok,Retargeting,42510,614,145.45,6,235.01
19/03/2023,Google Ads,Brand Search,19633,1159,927.56,41,2469.13
19/03/2023,Google Ads,Competitor Keywords,15659,915,1427.56,34,2914.14
19/03/2023,Google Ads,Retargeting,13182,888,1170.15,60,4212.93
19/03/2023,Meta,Awareness,30145,564,501.5,15,1056.44
19/03/2023,Meta,Retargeting,21404,503,590.68,7,432.61
19/03/2023,Meta,Lead Gen,23636,336,142.78,8,501.64
19/03/2023,LinkedIn,Brand Awareness,4311,25,113.16,0,0
19/03/2023,LinkedIn,Lead Gen,3517,23,146.59,0,0
19/03/2023,LinkedIn,Event Promotion,3655,26,91.96,0,0
19/03/2023,TikTok,Top of Funnel,54354,964,271.33,9,532.6
19/03/2023,TikTok,Product Showcase,55776,834,632.33,12,583.58
19/03/2023,TikTok,Retargeting,48541,606,250.39,6,318.82
20/03/2023,Google Ads,Brand Search,17458,1081,2173.48,44,3846.91
20/03/2023,Google Ads,Competitor Keywords,16745,1161,2050.16,67,3950.37
20/03/2023,Google Ads,Retargeting,18089,767,1565.69,39,3318.01
20/03/2023,Meta,Awareness,42907,728,336.76,27,1286.64
20/03/2023,Meta,Retargeting,31675,632,590.9,20,1223.52
20/03/2023,Meta,Lead Gen,32080,346,233.49,11,649.73
20/03/2023,LinkedIn,Brand Awareness,4598,31,134.11,0,0
20/03/2023,LinkedIn,Lead Gen,3003,12,80.3,0,0
20/03/2023,LinkedIn,Event Promotion,3998,28,148.75,1,125.94
20/03/2023,TikTok,Top of Funnel,42745,608,226.23,5,250.84
20/03/2023,TikTok,Product Showcase,35366,500,182.57,5,286.21
20/03/2023,TikTok,Retargeting,53756,748,217.43,9,533.12
21/03/2023,Google Ads,Brand Search,13320,627,694.32,32,1797.06
21/03/2023,Google Ads,Competitor Keywords,10697,618,1357.7,39,3172.52
21/03/2023,Google Ads,Retargeting,15962,752,1164.33,41,2557.58
21/03/2023,Meta,Awareness,43068,465,284.36,16,745.21
21/03/2023,Meta,Retargeting,29286,425,423.69,14,853.66
21/03/2023,Meta,Lead Gen,28955,458,279.43,12,696.5
21/03/2023,LinkedIn,Brand Awareness,3589,22,125.71,1,127.8
21/03/2023,LinkedIn,Lead Gen,1906,12,52.98,0,0
21/03/2023,LinkedIn,Event Promotion,5172,29,117.98,0,0
21/03/2023,TikTok,Top of Funnel,45101,665,229.48,10,581.15
21/03/2023,TikTok,Product Showcase,51437,766,235.89,11,607.02
21/03/2023,TikTok,Retargeting,20872,187,49.06,2,83.16
22/03/2023,Google Ads,Brand Search,11700,479,887.58,15,1136.92
22/03/2023,Google Ads,Competitor Keywords,13113,775,1552.89,26,2209.36
22/03/2023,Google Ads,Retargeting,9751,613,1165.58,38,2335.74
22/03/2023,Meta,Awareness,19725,272,210.41,10,641.63
22/03/2023,Meta,Retargeting,25999,529,494.12,18,948.96
22/03/2023,Meta,Lead Gen,16259,177,125.82,7,369.23
22/03/2023,LinkedIn,Brand Awareness,4952,30,149.01,1,122.72
22/03/2023,LinkedIn,Lead Gen,2849,12,61.95,0,0
22/03/2023,LinkedIn,Event Promotion,2736,20,68.26,0,0
22/03/2023,TikTok,Top of Funnel,39452,323,161.05,5,175.13
22/03/2023,TikTok,Product Showcase,23589,251,155.63,4,208.96
22/03/2023,TikTok,Retargeting,57125,897,436.73,11,625.16
23/03/2023,Google Ads,Brand Search,9258,371,898.59,23,1653.06
23/03/2023,Google Ads,Competitor Keywords,17476,1218,1664.82,51,2903.52
23/03/2023,Google Ads,Retargeting,16316,914,2224.29,30,2132.62
23/03/2023,Meta,Awareness,25587,323,139.36,7,355.11
23/03/2023,Meta,Retargeting,36555,424,403.26,11,787.12
23/03/2023,Meta,Lead Gen,31423,380,210.7,12,753.46
23/03/2023,LinkedIn,Brand Awareness,3869,30,167.21,1,147.55
23/03/2023,LinkedIn,Lead Gen,5244,47,147.96,1,135.14
23/03/2023,LinkedIn,Event Promotion,2113,10,56.15,0,0
23/03/2023,TikTok,Top of Funnel,49354,680,513.32,5,196.24
23/03/2023,TikTok,Product Showcase,21065,361,82.12,5,194.58
23/03/2023,TikTok,Retargeting,32533,554,383.61,5,266.68
24/03/2023,Google Ads,Brand Search,15369,991,985.16,53,4056.99
24/03/2023,Google Ads,Competitor Keywords,9858,520,1133.38,36,2834.78
24/03/2023,Google Ads,Retargeting,11797,713,1232.07,30,2662.93
24/03/2023,Meta,Awareness,23729,448,299.44,8,393.9
24/03/2023,Meta,Retargeting,25754,400,212.8,8,499.68
24/03/2023,Meta,Lead Gen,17045,387,344.41,13,591.1
24/03/2023,LinkedIn,Brand Awareness,3491,14,93.86,0,0
24/03/2023,LinkedIn,Lead Gen,3082,24,146.17,0,0
24/03/2023,LinkedIn,Event Promotion,4302,26,102.88,0,0
24/03/2023,TikTok,Top of Funnel,53405,694,534.5,10,584.77
24/03/2023,TikTok,Product Showcase,41753,566,178.37,11,707.34
24/03/2023,TikTok,Retargeting,48474,866,436.92,11,591.73
25/03/2023,Google Ads,Brand Search,10643,487,1049.12,27,2400.3
25/03/2023,Google Ads,Competitor Keywords,15760,705,1669.82,22,1490.43
25/03/2023,Google Ads,Retargeting,11208,560,1214.51,33,1865.03
25/03/2023,Meta,Awareness,33989,613,322.71,9,544.02
25/03/2023,Meta,Retargeting,19373,403,352.29,9,458.66
25/03/2023,Meta,Lead Gen,41622,559,272.85,11,573.25
25/03/2023,LinkedIn,Brand Awareness,4098,24,93.18,0,0
25/03/2023,LinkedIn,Lead Gen,5538,28,152.26,0,0
25/03/2023,LinkedIn,Event Promotion,4129,29,200.16,0,0
25/03/2023,TikTok,Top of Funnel,49702,465,330.61,6,240.82
25/03/2023,TikTok,Product Showcase,38942,426,125.28,7,445.08
25/03/2023,TikTok,Retargeting,31865,431,145.6,5,253.27
26/03/2023,Google Ads,Brand Search,11863,772,983.98,45,3634.48
26/03/2023,Google Ads,Competitor Keywords,11130,590,695.07,39,3436.63
26/03/2023,Google Ads,Retargeting,19477,1023,895.31,71,5727.69
26/03/2023,Meta,Awareness,27111,487,381.52,17,1183.86
26/03/2023,Meta,Retargeting,29782,334,334.82,10,571.99
26/03/2023,Meta,Lead Gen,19703,284,260.74,4,237.57
26/03/2023,LinkedIn,Brand Awareness,2918,18,95.07,0,0
26/03/2023,LinkedIn,Lead Gen,4216,35,161.75,1,105.93
26/03/2023,LinkedIn,Event Promotion,4139,16,88.15,0,0
26/03/2023,TikTok,Top of Funnel,47112,577,208.8,11,564
26/03/2023,TikTok,Product Showcase,36472,321,233.85,5,183.22
26/03/2023,TikTok,Retargeting,48958,445,186.61,6,275.8
27/03/2023,Google Ads,Brand Search,11354,694,1216.78,42,2513.46
27/03/2023,Google Ads,Competitor Keywords,12429,539,869.64,36,2710.95
27/03/2023,Google Ads,Retargeting,17815,1110,1313.4,48,3089.16
27/03/2023,Meta,Awareness,36426,394,275.11,10,600.44
27/03/2023,Meta,Retargeting,18849,338,358.38,12,702.71
27/03/2023,Meta,Lead Gen,29497,713,746.54,27,1268.16
27/03/2023,LinkedIn,Brand Awareness,6304,27,123.19,0,0
27/03/2023,LinkedIn,Lead Gen,2043,10,57.88,0,0
27/03/2023,LinkedIn,Event Promotion,4692,19,88.66,0,0
27/03/2023,TikTok,Top of Funnel,48708,605,355.02,6,221.33
27/03/2023,TikTok,Product Showcase,38764,511,205.18,7,382.71
27/03/2023,TikTok,Retargeting,41212,604,312.93,8,389.92
28/03/2023,Google Ads,Brand Search,15383,979,1069.02,39,2805.99
28/03/2023,Google Ads,Competitor Keywords,13749,569,796.77,27,1642.21
28/03/2023,Google Ads,Retargeting,11309,549,1347.49,34,2694.5
28/03/2023,Meta,Awareness,40088,497,245.29,19,1182.48
28/03/2023,Meta,Retargeting,27330,348,295.8,5,272.54
28/03/2023,Meta,Lead Gen,23492,392,462.71,11,535.09
28/03/2023,LinkedIn,Brand Awareness,2041,13,46.56,0,0
28/03/2023,LinkedIn,Lead Gen,2301,15,75.44,0,0
28/03/2023,LinkedIn,Event Promotion,5311,46,318.45,1,90.3
28/03/2023,TikTok,Top of Funnel,60954,1049,422.97,9,444.32
28/03/2023,TikTok,Product Showcase,20178,272,104.68,3,180.68
28/03/2023,TikTok,Retargeting,47120,530,299.39,5,253.97
29/03/2023,Google Ads,Brand Search,11407,484,1086.13,27,2389.95
29/03/2023,Google Ads,Competitor Keywords,15866,868,1584.44,43,2449.35
29/03/2023,Google Ads,Retargeting,18135,805,1812.43,36,2449.77
29/03/2023,Meta,Awareness,23195,339,256.44,9,463.24
29/03/2023,Meta,Retargeting,31697,514,387.56,9,601.56
29/03/2023,Meta,Lead Gen,30869,500,534.2,14,690.33
29/03/2023,LinkedIn,Brand Awareness,3217,26,180.61,0,0
29/03/2023,LinkedIn,Lead Gen,4907,19,105.55,0,0
29/03/2023,LinkedIn,Event Promotion,4137,32,113.53,0,0
29/03/2023,TikTok,Top of Funnel,56138,911,347.27,13,647.7
29/03/2023,TikTok,Product Showcase,46209,735,214.92,8,433.73
29/03/2023,TikTok,Retargeting,45221,662,246.67,6,373.22
30/03/2023,Google Ads,Brand Search,17142,747,949.64,52,2981.44
30/03/2023,Google Ads,Competitor Keywords,14265,812,1848.26,44,3153.1
30/03/2023,Google Ads,Retargeting,21223,1086,2221.99,33,2114.77
30/03/2023,Meta,Awareness,29547,437,481.86,8,399.19
30/03/2023,Meta,Retargeting,22937,448,521.53,7,376.25
30/03/2023,Meta,Lead Gen,40639,719,728.46,14,669.69
30/03/2023,LinkedIn,Brand Awareness,4574,25,106.62,1,135.99
30/03/2023,LinkedIn,Lead Gen,3284,24,81.2,0,0
30/03/2023,LinkedIn,Event Promotion,1828,9,55.04,0,0
30/03/2023,TikTok,Top of Funnel,27024,257,85.5,2,123.82
30/03/2023,TikTok,Product Showcase,60101,909,564.82,16,760.33
30/03/2023,TikTok,Retargeting,22129,206,43.35,2,111.46
31/03/2023,Google Ads,Brand Search,11254,750,1362,45,3013.72
31/03/2023,Google Ads,Competitor Keywords,18479,1151,1152.86,40,3171.94
31/03/2023,Google Ads,Retargeting,17691,774,790.54,25,1979.47
31/03/2023,Meta,Awareness,16296,352,354.07,5,241.17
31/03/2023,Meta,Retargeting,36767,400,198.06,8,375.9
31/03/2023,Meta,Lead Gen,31457,360,179.65,10,626.28
31/03/2023,LinkedIn,Brand Awareness,2552,14,47.08,0,0
31/03/2023,LinkedIn,Lead Gen,6026,34,218.3,1,122.91
31/03/2023,LinkedIn,Event Promotion,4153,18,95.63,0,0
31/03/2023,TikTok,Top of Funnel,37086,360,234.87,2,113.52
31/03/2023,TikTok,Product Showcase,38317,632,306.41,10,405.54
31/03/2023,TikTok,Retargeting,24444,282,120.63,2,83.65
01/04/2023,Google Ads,Brand Search,10620,524,834.23,26,1881.19
01/04/2023,Google Ads,Competitor Keywords,14772,837,727.38,36,2125.81
01/04/2023,Google Ads,Retargeting,12482,774,1523.22,49,3082.37
01/04/2023,Meta,Awareness,26564,606,333.92,10,702.32
01/04/2023,Meta,Retargeting,34614,536,219.88,17,1107.77
01/04/2023,Meta,Lead Gen,27467,545,255.06,10,570.19
01/04/2023,LinkedIn,Brand Awareness,5050,38,249.65,0,0
01/04/2023,LinkedIn,Lead Gen,2678,18,125.33,0,0
01/04/2023,LinkedIn,Event Promotion,4968,38,230.43,1,132.94
01/04/2023,TikTok,Top of Funnel,44233,648,499.01,12,604.11
01/04/2023,TikTok,Product Showcase,32042,290,101.62,4,215.4
01/04/2023,TikTok,Retargeting,24754,380,265.31,5,179.01
02/04/2023,Google Ads,Brand Search,10549,636,673.94,34,1984.64
02/04/2023,Google Ads,Competitor Keywords,9700,539,882.19,26,1697.14
02/04/2023,Google Ads,Retargeting,16109,770,1065.79,49,3632.45
02/04/2023,Meta,Awareness,18395,426,211,11,776.45
02/04/2023,Meta,Retargeting,29143,305,257.83,11,595
02/04/2023,Meta,Lead Gen,34293,564,366.58,13,882.96
02/04/2023,LinkedIn,Brand Awareness,4557,33,189.47,1,113.31
02/04/2023,LinkedIn,Lead Gen,4932,21,85.12,0,0
02/04/2023,LinkedIn,Event Promotion,4559,40,171.28,0,0
02/04/2023,TikTok,Top of Funnel,42017,647,139.84,12,542.85
02/04/2023,TikTok,Product Showcase,25810,462,206.59,4,169.31
02/04/2023,TikTok,Retargeting,36947,514,383.56,4,176.59
03/04/2023,Google Ads,Brand Search,12190,684,590.66,38,2651.89
03/04/2023,Google Ads,Competitor Keywords,18411,883,1751.1,47,4206.58
03/04/2023,Google Ads,Retargeting,14487,719,694.65,35,2771.31
03/04/2023,Meta,Awareness,20676,362,366.32,8,507.56
03/04/2023,Meta,Retargeting,30693,399,362.43,15,708.89
03/04/2023,Meta,Lead Gen,29765,416,265.35,12,829.66
03/04/2023,LinkedIn,Brand Awareness,4890,21,133.91,0,0
03/04/2023,LinkedIn,Lead Gen,2320,15,70.63,0,0
03/04/2023,LinkedIn,Event Promotion,5054,40,189.27,1,94.01
03/04/2023,TikTok,Top of Funnel,42905,564,340.06,8,491.42
03/04/2023,TikTok,Product Showcase,59688,821,269.1,16,916.26
03/04/2023,TikTok,Retargeting,47099,677,463.99,12,746.46
04/04/2023,Google Ads,Brand Search,18449,771,879.79,37,2346.28
04/04/2023,Google Ads,Competitor Keywords,20759,1356,2030.53,87,7559.41
04/04/2023,Google Ads,Retargeting,16750,877,1929.67,48,3070.83
04/04/2023,Meta,Awareness,31954,433,225.15,6,413.47
04/04/2023,Meta,Retargeting,24904,458,343,14,645.54
04/04/2023,Meta,Lead Gen,18842,196,202.22,4,246.08
04/04/2023,LinkedIn,Brand Awareness,5129,45,222.45,0,0
04/04/2023,LinkedIn,Lead Gen,2212,12,39.05,0,0
04/04/2023,LinkedIn,Event Promotion,4975,22,149,0,0
04/04/2023,TikTok,Top of Funnel,27917,362,98.6,5,262.06
04/04/2023,TikTok,Product Showcase,50370,848,290.73,8,473.6
04/04/2023,TikTok,Retargeting,45725,702,479.82,11,693.72
05/04/2023,Google Ads,Brand Search,10336,467,1143.62,22,1405.82
05/04/2023,Google Ads,Competitor Keywords,15305,857,1704.87,29,2148.93
05/04/2023,Google Ads,Retargeting,16645,1146,2630.11,77,5213.28
05/04/2023,Meta,Awareness,36925,539,493.9,20,920.89
05/04/2023,Meta,Retargeting,41139,991,943.97,34,1774.47
05/04/2023,Meta,Lead Gen,31965,626,601.27,23,1507.82
05/04/2023,LinkedIn,Brand Awareness,4651,38,173.05,1,107.51
05/04/2023,LinkedIn,Lead Gen,5336,23,144.69,0,0
05/04/2023,LinkedIn,Event Promotion,5070,31,132.33,1,125.11
05/04/2023,TikTok,Top of Funnel,20713,182,121.52,2,114.22
05/04/2023,TikTok,Product Showcase,44531,746,516.34,13,727.41
05/04/2023,TikTok,Retargeting,46264,564,359.57,8,358.42
06/04/2023,Google Ads,Brand Search,16640,691,1306.48,38,3142.06
06/04/2023,Google Ads,Competitor Keywords,8704,400,527.77,21,1236.46
06/04/2023,Google Ads,Retargeting,12148,839,1855.92,50,4232.18
06/04/2023,Meta,Awareness,36461,878,668.33,32,1568.17
06/04/2023,Meta,Retargeting,21847,489,508.38,9,516.91
06/04/2023,Meta,Lead Gen,20290,317,338.47,9,410.6
06/04/2023,LinkedIn,Brand Awareness,2359,17,93.61,0,0
06/04/2023,LinkedIn,Lead Gen,2611,21,67.18,0,0
06/04/2023,LinkedIn,Event Promotion,2289,13,88.26,0,0
06/04/2023,TikTok,Top of Funnel,52496,907,631.59,12,500.81
06/04/2023,TikTok,Product Showcase,30220,502,335.98,5,249.13
06/04/2023,TikTok,Retargeting,27944,281,92.54,5,284.01
07/04/2023,Google Ads,Brand Search,10829,565,592.18,23,1475.75
07/04/2023,Google Ads,Competitor Keywords,17853,847,1516.92,47,2726.04
07/04/2023,Google Ads,Retargeting,13956,693,1370.85,39,3118.7
07/04/2023,Meta,Awareness,37334,707,324.12,20,931.27
07/04/2023,Meta,Retargeting,22497,344,304.47,10,690.67
07/04/2023,Meta,Lead Gen,41099,439,264.68,13,702.98
07/04/2023,LinkedIn,Brand Awareness,3801,17,111.67,0,0
07/04/2023,LinkedIn,Lead Gen,2698,23,149.77,0,0
07/04/2023,LinkedIn,Event Promotion,4088,21,89.31,1,114.94
07/04/2023,TikTok,Top of Funnel,41271,712,263.27,13,694.04
07/04/2023,TikTok,Product Showcase,37474,463,138.43,7,348.17
07/04/2023,TikTok,Retargeting,30412,523,304.38,6,244.01
08/04/2023,Google Ads,Brand Search,8173,335,416.2,19,1335.23
08/04/2023,Google Ads,Competitor Keywords,13888,704,1411.77,34,2456.66
08/04/2023,Google Ads,Retargeting,21970,960,920.72,62,3802.02
08/04/2023,Meta,Awareness,22052,492,418.49,15,770.58
08/04/2023,Meta,Retargeting,15253,283,207.48,4,272.19
08/04/2023,Meta,Lead Gen,32654,487,305.56,19,924.53
08/04/2023,LinkedIn,Brand Awareness,3625,31,196.79,0,0
08/04/2023,LinkedIn,Lead Gen,5738,36,198.48,1,126.06
08/04/2023,LinkedIn,Event Promotion,3820,27,183.7,0,0
08/04/2023,TikTok,Top of Funnel,50928,847,576.75,9,530.5
08/04/2023,TikTok,Product Showcase,24982,350,89.44,3,126.61
08/04/2023,TikTok,Retargeting,40456,668,198.91,11,479.03
09/04/2023,Google Ads,Brand Search,16774,821,1774.9,48,4188.46
09/04/2023,Google Ads,Competitor Keywords,19818,1006,969.17,44,2727.8
09/04/2023,Google Ads,Retargeting,17066,926,1627.16,43,3503.52
09/04/2023,Meta,Awareness,27990,462,342.26,7,386.77
09/04/2023,Meta,Retargeting,31785,626,607.79,23,1398.82
09/04/2023,Meta,Lead Gen,36476,523,392.19,19,1127.24
09/04/2023,LinkedIn,Brand Awareness,2986,22,92.44,0,0
09/04/2023,LinkedIn,Lead Gen,3740,16,50.89,0,0
09/04/2023,LinkedIn,Event Promotion,2361,17,106.27,0,0
09/04/2023,TikTok,Top of Funnel,45302,697,332.98,12,723.45
09/04/2023,TikTok,Product Showcase,20094,336,127.21,5,243.25
09/04/2023,TikTok,Retargeting,51325,546,425.9,10,406.16
10/04/2023,Google Ads,Brand Search,9636,669,830.12,38,2666.95
10/04/2023,Google Ads,Competitor Keywords,7063,307,335.23,15,1188.2
10/04/2023,Google Ads,Retargeting,21399,1242,2021.27,67,5968.85
10/04/2023,Meta,Awareness,28354,693,651.48,24,1143.1
10/04/2023,Meta,Retargeting,16593,193,79.65,7,495.39
10/04/2023,Meta,Lead Gen,21732,264,156.66,9,636.71
10/04/2023,LinkedIn,Brand Awareness,3815,21,101.93,0,0
10/04/2023,LinkedIn,Lead Gen,3003,23,109.96,0,0
10/04/2023,LinkedIn,Event Promotion,3939,19,100.28,0,0
10/04/2023,TikTok,Top of Funnel,18070,297,136.34,3,149.61
10/04/2023,TikTok,Product Showcase,59588,807,302.19,11,545.41
10/04/2023,TikTok,Retargeting,62691,1087,807.69,20,839.14
11/04/2023,Google Ads,Brand Search,9070,477,637.72,15,1293.76
11/04/2023,Google Ads,Competitor Keywords,16565,720,1338.18,40,2827.66
11/04/2023,Google Ads,Retargeting,12969,630,709.85,27,1704.34
11/04/2023,Meta,Awareness,22782,461,524.34,16,1063.3
11/04/2023,Meta,Retargeting,26991,388,376.01,15,1049.89
11/04/2023,Meta,Lead Gen,38751,596,463.6,23,1146.8
11/04/2023,LinkedIn,Brand Awareness,2662,20,113.36,0,0
11/04/2023,LinkedIn,Lead Gen,4470,35,237.03,1,96.43
11/04/2023,LinkedIn,Event Promotion,3698,15,97.85,0,0
11/04/2023,TikTok,Top of Funnel,45554,393,180.14,6,231.72
11/04/2023,TikTok,Product Showcase,34544,619,415.31,10,581.03
11/04/2023,TikTok,Retargeting,52563,499,306.43,7,385.59
12/04/2023,Google Ads,Brand Search,16933,1158,2499.29,79,6434.69
12/04/2023,Google Ads,Competitor Keywords,10556,615,1389.44,20,1493.73
12/04/2023,Google Ads,Retargeting,14380,846,1929.28,56,3387.78
12/04/2023,Meta,Awareness,26106,559,446.48,20,992.58
12/04/2023,Meta,Retargeting,25582,308,332.29,8,459.78
12/04/2023,Meta,Lead Gen,14052,311,209.32,8,380.46
12/04/2023,LinkedIn,Brand Awareness,3752,22,121.39,0,0
12/04/2023,LinkedIn,Lead Gen,4071,20,124.14,0,0
12/04/2023,LinkedIn,Event Promotion,4404,28,160.41,1,110.98
12/04/2023,TikTok,Top of Funnel,21999,289,69.87,3,141.15
12/04/2023,TikTok,Product Showcase,30160,359,79.79,6,237.17
12/04/2023,TikTok,Retargeting,50005,715,449.04,11,556.53
13/04/2023,Google Ads,Brand Search,12534,834,1660.78,54,4333.73
13/04/2023,Google Ads,Competitor Keywords,14752,593,756.45,30,2616.47
13/04/2023,Google Ads,Retargeting,18911,1121,2588.26,61,4674.83
13/04/2023,Meta,Awareness,31234,728,746.38,18,916.54
13/04/2023,Meta,Retargeting,21777,393,279.81,12,856.76
13/04/2023,Meta,Lead Gen,36784,524,248.51,15,909.6
13/04/2023,LinkedIn,Brand Awareness,5307,21,137.79,0,0
13/04/2023,LinkedIn,Lead Gen,5852,44,305.7,1,84.2
13/04/2023,LinkedIn,Event Promotion,3272,21,73.4,0,0
13/04/2023,TikTok,Top of Funnel,46413,713,336.46,14,828.26
13/04/2023,TikTok,Product Showcase,59258,1004,578.95,14,740.13
13/04/2023,TikTok,Retargeting,40371,592,407.92,8,313.59
14/04/2023,Google Ads,Brand Search,14270,676,917.56,36,3016.78
14/04/2023,Google Ads,Competitor Keywords,13728,609,927.92,28,1630.4
14/04/2023,Google Ads,Retargeting,16704,906,1411.98,40,2936.76
14/04/2023,Meta,Awareness,34881,756,829.79,22,1410.06
14/04/2023,Meta,Retargeting,31088,752,741,19,947.82
14/04/2023,Meta,Lead Gen,28041,579,291.53,18,1276.17
14/04/2023,LinkedIn,Brand Awareness,2627,16,50.09,0,0
14/04/2023,LinkedIn,Lead Gen,6557,45,208.55,1,120.02
14/04/2023,LinkedIn,Event Promotion,2178,9,37.98,0,0
14/04/2023,TikTok,Top of Funnel,23740,223,123.49,1,61.83
14/04/2023,TikTok,Product Showcase,35286,571,281.66,5,227.3
14/04/2023,TikTok,Retargeting,22361,307,165.61,5,292.2
15/04/2023,Google Ads,Brand Search,17369,1129,1158.1,40,3091.04
15/04/2023,Google Ads,Competitor Keywords,16142,717,1460.79,24,1844.81
15/04/2023,Google Ads,Retargeting,17722,832,1224.85,42,3718.38
15/04/2023,Meta,Awareness,31608,622,679.7,20,1243.2
15/04/2023,Meta,Retargeting,35990,708,647.91,12,883.86
15/04/2023,Meta,Lead Gen,33509,361,309.09,7,414.93
15/04/2023,LinkedIn,Brand Awareness,4853,35,179.46,1,99.25
15/04/2023,LinkedIn,Lead Gen,2624,19,124.46,0,0
15/04/2023,LinkedIn,Event Promotion,4243,29,144.01,1,103.8
15/04/2023,TikTok,Top of Funnel,31016,514,200.68,5,192.2
15/04/2023,TikTok,Product Showcase,26841,291,90.09,5,198.13
15/04/2023,TikTok,Retargeting,49192,422,327.76,4,225.6
16/04/2023,Google Ads,Brand Search,12456,617,926.61,26,1771.72
16/04/2023,Google Ads,Competitor Keywords,8639,407,738.67,16,1164.83
16/04/2023,Google Ads,Retargeting,15703,682,615.9,33,2285.17
16/04/2023,Meta,Awareness,26502,516,583.59,7,431.36
16/04/2023,Meta,Retargeting,36003,493,415.98,17,920.35
16/04/2023,Meta,Lead Gen,27868,632,505.82,21,1034.69
16/04/2023,LinkedIn,Brand Awareness,4826,38,195.71,1,143.8
16/04/2023,LinkedIn,Lead Gen,3320,26,177.96,1,125.71
16/04/2023,LinkedIn,Event Promotion,2282,19,93.65,0,0
16/04/2023,TikTok,Top of Funnel,51639,848,277.85,15,651.59
16/04/2023,TikTok,Product Showcase,32772,446,169.65,5,193.45
16/04/2023,TikTok,Retargeting,31120,559,406.37,5,250.72
17/04/2023,Google Ads,Brand Search,14737,1007,1892.95,69,5504.23
17/04/2023,Google Ads,Competitor Keywords,11522,800,1104.62,38,2887.35
